id	year	state	county	spend	crime	ratio
2012::CA::SANTA CLARA	2012	CA	Santa Clara	1287.72	4637	0.277705413
2011::GA::MILLER	2011	GA	Miller	1080	0	1080
2008::ME::AROOSTOOK	2008	ME	Aroostook	6610.62	2	3305.31
2011::OK::POTTAWATOMIE	2011	OK	Pottawatomie	27580	259	106.4864865
2006::NV::CARSON CITY	2006	NV	Carson City	14970	195	76.76923077
2006::MS::FORREST	2006	MS	Forrest	4990	238	20.96638655
2009::CO::EL PASO	2009	CO	El Paso	65070	2799	23.24758842
2012::IL::KENDALL	2012	IL	Kendall	55200	43	1283.72093
2006::CO::PUEBLO	2006	CO	Pueblo	30938	673	45.97028232
2010::CA::VENTURA	2010	CA	Ventura	6220158.96	1720	3616.371488
2007::CA::SANTA CLARA	2007	CA	Santa Clara	4990	5196	0.960354119
2006::WA::LEWIS	2006	WA	Lewis 	10171	41	248.0731707
2007::TX::PARKER	2007	TX	Parker	998	43	23.20930233
2011::IN::CLARK	2011	IN	Clark	69866.76	628	111.2528025
2006::CA::MADERA	2006	CA	Madera	1932	776	2.489690722
2008::NV::WASHOE	2008	NV	Washoe	50481	1942	25.99433574
2012::GA::CRISP	2012	GA	Crisp	587.1	91	6.451648352
2012::KS::ELLIS	2012	KS	Ellis	360	98	3.673469388
2010::KS::FORD	2010	KS	Ford	65070	133	489.2481203
2009::MS::FORREST	2009	MS	Forrest	1104	145	7.613793103
2010::MN::CARLTON	2010	MN	Carlton	414	0	414
2007::CA::ORANGE	2007	CA	Orange	34399	8183	4.203715019
2006::SC::LEXINGTON	2006	SC	Lexington	394685.8	840	469.8640476
2011::GA::LUMPKIN	2011	GA	Lumpkin	5078	102	49.78431373
2012::OH::SHELBY	2012	OH	Shelby	120	66	1.818181818
2012::NJ::CAPE MAY	2012	NJ	Cape May	675018	62	10887.3871
2010::TX::WEBB	2010	TX	Webb	47069	1142	41.21628722
2009::KS::SHAWNEE	2009	KS	Shawnee	6986	808	8.646039604
2009::IL::MADISON	2009	IL	Madison	1835.98	0	1835.98
2010::OH::SUMMIT	2010	OH	Summit	1320	1989	0.663650075
2008::WI::WAUKESHA	2008	WI	Waukesha	720	173	4.161849711
2008::IA::POLK	2008	IA	Polk	24026	1728	13.90393519
2009::TX::ORANGE	2009	TX	Orange	45242	303	149.3135314
2009::NC::HARNETT	2009	NC	Harnett 	592.26	0	592.26
2006::MD::CALVERT	2006	MD	Calvert	16094.65	184	87.47092391
2012::TN::HAMILTON	2012	TN	Hamilton 	0	252	0
2012::OH::CHAMPAIGN	2012	OH	Champaign	55500	17	3264.705882
2006::OK::OKLAHOMA	2006	OK	Oklahoma	664947	4930	134.8776876
2011::TX::BEXAR	2011	TX	Bexar	54021.28	7620	7.089406824
2006::MD::SAINT MARYS	2006	MD	St. Marys 	11307	233	48.527897
2006::AL::BARBOUR	2006	AL	Barbour	4990	0	4990
2007::MT::CASCADE	2007	MT	Cascade	130745.64	178	734.5260674
2009::IL::DUPAGE	2009	IL	DuPage	144018	0	144018
2012::NM::OTERO	2012	NM	Otero	35129.9	90	390.3322222
2006::UT::SALT LAKE	2006	UT	Salt Lake	146817	3552	41.33361486
2008::LA::WEBSTER	2008	LA	Webster	499	23	21.69565217
2012::LA::VERNON	2012	LA	Vernon	328478.9	84	3910.463095
2012::SC::AIKEN	2012	SC	Aiken 	212581.35	351	605.6448718
2009::OH::TUSCARAWAS	2009	OH	Tuscarawas	152650.09	15	10176.67267
2011::CA::SISKIYOU	2011	CA	Siskiyou	121381.55	106	1145.108962
2009::NE::DAKOTA	2009	NE	Dakota	25863.1	16	1616.44375
2009::IN::LAKE	2009	IN	Lake	1477636.71	1907	774.8488254
2012::IA::POLK	2012	IA	Polk	37425	1424	26.28160112
2011::IN::ALLEN	2011	IN	Allen	360	881	0.408626561
2011::MS::RANKIN	2011	MS	Rankin	2720.8	110	24.73454545
2011::WA::CLALLAM	2011	WA	Clallam	130490.26	102	1279.316275
2012::LA::ACADIA	2012	LA	Acadia	1794	0	1794
2011::CA::CALAVERAS	2011	CA	Calaveras	398460	102	3906.470588
2011::CA::STANISLAUS	2011	CA	Stanislaus	11429.07	2452	4.661121533
2006::GA::HOUSTON	2006	GA	Houston	13292	360	36.92222222
2007::NC::STANLY	2007	NC	Stanly 	4940.97	56	88.23160714
2006::CO::ROUTT	2006	CO	Routt	9175.27	67	136.9443284
2007::SD::BEADLE	2007	SD	Beadle	276	0	276
2006::FL::SUWANNEE	2006	FL	Suwannee 	414	140	2.957142857
2008::MO::SAINT LOUIS	2008	MO	St. Louis	200000	2618	76.39419404
2007::FL::INDIAN RIVER	2007	FL	Indian River 	11477	304	37.75328947
2008::AL::LEE	2008	AL	Lee	4990	507	9.842209073
2012::WI::DANE	2012	WI	Dane	339339.96	1062	319.5291525
2006::NH::BELKNAP	2006	NH	Belknap	1996	41	48.68292683
2012::CA::MENDOCINO	2012	CA	Mendocino	661028.4	291	2271.575258
2009::TX::DALLAS	2009	TX	Dallas	23724.55	14159	1.675580903
2006::LA::LAFAYETTE	2006	LA	Lafayette	3732	1413	2.64118896
2012::OH::TRUMBULL	2012	OH	Trumbull	1833969.91	84	21832.97512
2007::IL::WILLIAMSON	2007	IL	Williamson	234.84	0	234.84
2009::KS::SEDGWICK	2009	KS	Sedgwick	5922.64	3457	1.713231125
2011::MN::OLMSTED	2011	MN	Olmsted	3992	0	3992
2011::MI::OAKLAND	2011	MI	Oakland	191933.89	2160	88.85828241
2006::OH::ALLEN	2006	OH	Allen	12220	474	25.78059072
2008::TX::PARKER	2008	TX	Parker	138	48	2.875
2010::NV::WASHOE	2010	NV	Washoe	2580.75	1525	1.692295082
2006::GA::MURRAY	2006	GA	Murray 	3992	0	3992
2011::TX::ANGELINA	2011	TX	Angelina	59002.09	193	305.7103109
2008::NJ::GLOUCESTER	2008	NJ	Gloucester	2484	532	4.669172932
2008::VT::RUTLAND	2008	VT	Rutland	138	40	3.45
2006::OH::CRAWFORD	2006	OH	Crawford	10896.1	0	10896.1
2012::NV::DOUGLAS	2012	NV	Douglas	3433.05	53	64.7745283
2006::GA::TOOMBS	2006	GA	Toombs	2495	104	23.99038462
2010::CA::EL DORADO	2010	CA	El Dorado	1224.3	485	2.524329897
2010::WV::WOOD	2010	WV	Wood	805003.9	348	2313.229598
2007::NC::WAYNE	2007	NC	Wayne	1104	475	2.324210526
2012::KS::DOUGLAS	2012	KS	Douglas	67349.42	370	182.0254595
2006::AL::DALE	2006	AL	Dale	2994	146	20.50684932
2009::TN::CLAIBORNE	2009	TN	Claiborne	67633	117	578.0598291
2006::TN::CARTER	2006	TN	Carter	1189	94	12.64893617
2012::NC::CARTERET	2012	NC	Carteret	124166	160	776.0375
2008::CT::NEW HAVEN	2008	CT	New Haven	37011	3572	10.36142217
2009::NJ::ATLANTIC	2009	NJ	Atlantic	2070	1328	1.55873494
2011::NY::MADISON	2011	NY	Madison	414	23	18
2006::LA::LIVINGSTON	2006	LA	Livingston	381634	159	2400.213836
2009::GA::GORDON	2009	GA	Gordon 	149499.26	123	1215.441138
2012::GA::FORSYTH	2012	GA	Forsyth	154311.67	0	154311.67
2006::VA::FALLS CHURCH CITY	2006	VA	Falls Church	828	21	39.42857143
2006::AL::SAINT CLAIR	2006	AL	St. Clair	5903	142	41.57042254
2010::SC::BEAUFORT	2010	SC	Beaufort	480	917	0.52344602
2006::CA::SOLANO	2006	CA	Solano	34930	2384	14.65184564
2006::TN::WARREN	2006	TN	Warren	7198	78	92.28205128
2012::GA::GORDON	2012	GA	Gordon 	3549800.12	149	23824.16188
2009::TN::SUMNER	2009	TN	Sumner 	828	151	5.483443709
2006::TN::DAVIDSON	2006	TN	Davidson	106069	8647	12.26656644
2012::MD::CARROLL	2012	MD	Carroll	30639.26	122	251.1414754
2012::MS::MADISON	2012	MS	Madison	480	86	5.581395349
2011::SC::DARLINGTON	2011	SC	Darlington 	6862782.28	425	16147.72301
2006::WV::WOOD	2006	WV	Wood	9003	314	28.67197452
2012::VA::JAMES CITY	2012	VA	James City	8256	71	116.2816901
2006::WI::PIERCE	2006	WI	Pierce	4990	18	277.2222222
2011::MN::BLUE EARTH	2011	MN	Blue Earth	1118	0	1118
2008::NE::MADISON	2008	NE	Madison	4988	34	146.7058824
2010::AL::COFFEE	2010	AL	Coffee	152000	124	1225.806452
2009::MI::MONROE	2009	MI	Monroe	50710.02	302	167.9139735
2008::IN::WAYNE	2008	IN	Wayne	245343	153	1603.54902
2006::MO::SALINE	2006	MO	Saline	6487	29	223.6896552
2009::TX::BRAZORIA	2009	TX	Brazoria	9840	569	17.29349736
2012::LA::OUACHITA	2012	LA	Ouachita	156706	720	217.6472222
2006::MN::SAINT LOUIS	2006	MN	St. Louis	79955	0	79955
2011::TN::DICKSON	2011	TN	Dickson	87873.53	200	439.36765
2006::MI::NEWAYGO	2006	MI	Newaygo	998	62	16.09677419
2006::IN::PORTER	2006	IN	Porter	12412.84	265	46.84090566
2012::MN::MORRISON	2012	MN	Morrison 	360	0	360
2010::LA::EAST BATON ROUGE	2010	LA	East Baton Rouge	48007.49	539	89.06769944
2009::CA::SONOMA	2009	CA	Sonoma	24629.66	1846	13.34217768
2008::TX::BELL	2008	TX	Bell	3408	1301	2.619523444
2012::CT::FAIRFIELD	2012	CT	Fairfield	389257	2731	142.5327719
2007::IL::SANGAMON	2007	IL	Sangamon	3949	0	3949
2011::OH::PICKAWAY	2011	OH	Pickaway	79342.53	73	1086.883973
2012::TX::ELLIS	2012	TX	Ellis 	523615.9	44	11900.36136
2007::OH::HAMILTON	2007	OH	Hamilton	1274	4501	0.283048212
2011::ME::ANDROSCOGGIN	2011	ME	Androscoggin 	480	20	24
2006::GA::WALTON	2006	GA	Walton 	913	16	57.0625
2012::KY::BULLITT	2012	KY	Bullitt 	1680	28	60
2012::KS::WYANDOTTE	2012	KS	Wyandotte	2400	877	2.736602052
2006::PA::BUCKS	2006	PA	Bucks	499	757	0.659180978
2010::IN::MARSHALL	2010	IN	Marshall	138	40	3.45
2006::WI::MARINETTE	2006	WI	Marinette	998	8	124.75
2011::OK::PONTOTOC	2011	OK	Pontotoc	53296	166	321.060241
2006::AR::SAINT FRANCIS	2006	AR	St. Francis	1497	132	11.34090909
2011::MI::MONROE	2011	MI	Monroe	53334.96	295	180.7964746
2009::NC::PITT	2009	NC	Pitt 	300.58	231	1.301212121
2012::NH::ROCKINGHAM	2012	NH	Rockingham	2970763.51	236	12587.98097
2007::OH::HIGHLAND	2007	OH	Highland	998	11	90.72727273
2012::HI::HONOLULU	2012	HI	Honolulu	100000	0	100000
2012::UT::WEBER	2012	UT	Weber	63673.02	456	139.6338158
2009::OH::LUCAS	2009	OH	Lucas	998	3330	0.2996997
2012::GA::CAMDEN	2012	GA	Camden	20031.18	156	128.405
2010::GA::CHATHAM	2010	GA	Chatham	11951.79	858	13.92982517
2006::IN::MARION	2006	IN	Marion	129763.88	8079	16.06187399
2010::CA::ORANGE	2010	CA	Orange	46483.6	6870	6.766171761
2011::TN::SUMNER	2011	TN	Sumner 	730728	101	7234.930693
2011::MN::ANOKA	2011	MN	Anoka	12834	0	12834
2010::CA::BUTTE	2010	CA	Butte	3370	567	5.94356261
2011::IL::OGLE	2011	IL	Ogle	75000	15	5000
2006::IL::KNOX	2006	IL	Knox	2994	0	2994
2012::MI::BARRY	2012	MI	Barry 	506176.4	31	16328.27097
2007::FL::SEMINOLE	2007	FL	Seminole	3992	775	5.150967742
2012::TX::JEFFERSON	2012	TX	Jefferson	266000.47	1753	151.7401426
2010::WI::FOND DU LAC	2010	WI	Fond du Lac	240	174	1.379310345
2012::FL::PUTNAM	2012	FL	Putnam 	669857.71	360	1860.715861
2006::WI::OZAUKEE	2006	WI	Ozaukee	6625	16	414.0625
2007::LA::SAINT MARTIN	2007	LA	St. Martin	2070	80	25.875
2010::NC::DAVIDSON	2010	NC	Davidson	2280	355	6.422535211
2006::OH::GEAUGA	2006	OH	Geauga	4990	12	415.8333333
2012::WY::SWEETWATER	2012	WY	Sweetwater	113932.2	163	698.9705521
2008::TN::LOUDON	2008	TN	Loudon	360.5	71	5.077464789
2010::FL::VOLUSIA	2010	FL	Volusia	720	2659	0.270778488
2012::NJ::BURLINGTON	2012	NJ	Burlington	103096.71	448	230.1265848
2006::SC::PICKENS	2006	SC	Pickens	190817	102	1870.754902
2007::IL::OGLE	2007	IL	Ogle	1996	0	1996
2011::OH::SANDUSKY	2011	OH	Sandusky	47647.16	155	307.4010323
2006::IN::MIAMI	2006	IN	Miami	2622.71	0	2622.71
2012::NY::ONONDAGA	2012	NY	Onondaga	136044.77	0	136044.77
2010::IN::HAMILTON	2010	IN	Hamilton	704.52	108	6.523333333
2007::TN::WILSON	2007	TN	Wilson	280745.64	496	566.0194355
2008::WA::SPOKANE	2008	WA	Spokane	966	1884	0.512738854
2006::OH::LAKE	2006	OH	Lake	31907.1	151	211.305298
2008::TX::DALLAS	2008	TX	Dallas	6624	15878	0.417181005
2012::OH::SENECA	2012	OH	Seneca	234901.03	0	234901.03
2009::FL::OSCEOLA	2009	FL	Osceola	604242	707	854.6562942
2011::NY::ORANGE	2011	NY	Orange	253264	771	328.4876783
2010::CO::WELD	2010	CO	Weld	360	632	0.569620253
2008::IL::TAZEWELL	2008	IL	Tazewell	372.84	0	372.84
2011::CA::SAN LUIS OBISPO	2011	CA	San Luis Obispo	1587666.28	583	2723.269777
2011::CO::ADAMS	2011	CO	Adams	70945	1722	41.19918699
2010::OH::LAKE	2010	OH	Lake	120	147	0.816326531
2008::GA::LEE	2008	GA	Lee	1174.2	0	1174.2
2007::FL::SAINT JOHNS	2007	FL	St. Johns	1656	125	13.248
2010::TN::BEDFORD	2010	TN	Bedford	1937.43	123	15.75146341
2009::FL::INDIAN RIVER	2009	FL	Indian River 	184580	304	607.1710526
2010::LA::SAINT TAMMANY	2010	LA	St. Tammany	190817	413	462.0266344
2012::OH::LICKING	2012	OH	Licking	109959.38	479	229.5602923
2007::TX::BRAZOS	2007	TX	Brazos	690	877	0.78677309
2009::OH::GEAUGA	2009	OH	Geauga	998	18	55.44444444
2006::MI::TUSCOLA	2006	MI	Tuscola 	324	26	12.46153846
2009::NC::WAYNE	2009	NC	Wayne	2057279.58	470	4377.190596
2011::IL::SANGAMON	2011	IL	Sangamon	545211.98	1409	386.9495955
2012::MA::BRISTOL	2012	MA	Bristol	1371399.43	2734	501.6091551
2008::LA::CADDO	2008	LA	Caddo	28443	2055	13.84087591
2009::KS::MONTGOMERY	2009	KS	Montgomery	3008.4	59	50.98983051
2008::LA::ACADIA	2008	LA	Acadia	3769	188	20.04787234
2012::WI::GRANT	2012	WI	Grant	16556.39	34	486.9526471
2006::VA::HALIFAX	2006	VA	Halifax 	276	18	15.33333333
2006::NC::RUTHERFORD	2006	NC	Rutherford	100403.33	150	669.3555333
2009::PA::PHILADELPHIA	2009	PA	Philadelphia	277.34	19163	0.014472682
2010::GA::LOWNDES	2010	GA	Lowndes	8202.13	309	26.54411003
2011::OK::SEQUOYAH	2011	OK	Sequoyah 	141253	79	1788.012658
2012::TX::STARR	2012	TX	Starr	261493.46	41	6377.889268
2012::TX::BELL	2012	TX	Bell	47291	1276	37.06191223
2010::AK::FAIRBANKS NORTH STAR	2010	AK	Fairbanks North Star	2600	284	9.154929577
2008::GA::SUMTER	2008	GA	Sumter	1531.59	198	7.73530303
2006::TX::MCLENNAN	2006	TX	McLennan	552	3774	0.146263911
2007::GA::TOOMBS	2007	GA	Toombs	276	117	2.358974359
2010::AL::ELMORE	2010	AL	Elmore	3649	33	110.5757576
2008::FL::SEMINOLE	2008	FL	Seminole	8260	805	10.26086957
2006::GA::BARTOW	2006	GA	Bartow 	983.55	0	983.55
2006::CA::STANISLAUS	2006	CA	Stanislaus	61019.1	3005	20.30585691
2006::AR::FAULKNER	2006	AR	Faulkner	478572	230	2080.747826
2011::TX::KLEBERG	2011	TX	Kleberg	28090	232	121.0775862
2007::NC::HENDERSON	2007	NC	Henderson	1274	117	10.88888889
2011::KY::KENTON	2011	KY	Kenton	1611.48	364	4.427142857
2012::FL::SAINT JOHNS	2012	FL	St. Johns	197390.75	89	2217.873596
2007::MN::ITASCA	2007	MN	Itasca	6185	0	6185
2007::CT::WINDHAM	2007	CT	Windham	4678.97	73	64.09547945
2011::MN::BENTON	2011	MN	Benton	240	0	240
2011::AZ::YUMA	2011	AZ	Yuma	806099.96	563	1431.79389
2011::TN::WILLIAMSON	2011	TN	Williamson	50000	162	308.6419753
2011::TN::CAMPBELL	2011	TN	Campbell 	64441	61	1056.409836
2009::OR::CLACKAMAS	2009	OR	Clackamas	11492.4	407	28.23685504
2011::OK::CANADIAN	2011	OK	Canadian	1446	134	10.79104478
2008::OH::HANCOCK	2008	OH	Hancock	998	101	9.881188119
2011::NJ::ESSEX	2011	NJ	Essex	219603	5298	41.45016988
2008::OH::MADISON	2008	OH	Madison	4767	0	4767
2006::CA::TUOLUMNE	2006	CA	Tuolumne	3546	123	28.82926829
2007::CA::SISKIYOU	2007	CA	Siskiyou	5593	217	25.77419355
2006::MN::SHERBURNE	2006	MN	Sherburne 	3875	0	3875
2011::TN::HAMILTON	2011	TN	Hamilton 	50000	266	187.9699248
2008::MI::HILLSDALE	2008	MI	Hillsdale 	138	34	4.058823529
2011::AL::MOBILE	2011	AL	Mobile	125671.13	2385	52.69229769
2010::SC::FLORENCE	2010	SC	Florence	177818.98	663	268.2035897
2012::FL::COLLIER	2012	FL	Collier 	246252.39	785	313.6973121
2011::IN::LAGRANGE	2011	IN	Lagrange	567026.71	9	63002.96778
2010::KS::RENO	2010	KS	Reno	3360	246	13.65853659
2010::FL::MANATEE	2010	FL	Manatee	16080	2117	7.595654228
2012::NH::GRAFTON	2012	NH	Grafton	69646.74	50	1392.9348
2012::ND::MORTON	2012	ND	Morton	960	50	19.2
2011::MS::ALCORN	2011	MS	Alcorn	552	0	552
2010::PA::MONTGOMERY	2010	PA	Montgomery	684	1350	0.506666667
2011::VA::ALEXANDRIA CITY	2011	VA	Alexandria	41994	252	166.6428571
2012::MN::DAKOTA	2012	MN	Dakota	185370.24	0	185370.24
2012::MS::GRENADA	2012	MS	Grenada	3992	0	3992
2008::NC::SURRY	2008	NC	Surry	3210.3	62	51.77903226
2006::CA::MENDOCINO	2006	CA	Mendocino	1911	407	4.695331695
2007::CT::HARTFORD	2007	CT	Hartford	12685	2708	4.684268833
2010::NC::JACKSON	2010	NC	Jackson 	293.55	0	293.55
2008::NH::MERRIMACK	2008	NH	Merrimack	9311	96	96.98958333
2007::GA::WALTON	2007	GA	Walton 	4990	79	63.16455696
2006::NC::HENDERSON	2006	NC	Henderson	1497	104	14.39423077
2010::CA::SAN JOAQUIN	2010	CA	San Joaquin	600	5412	0.110864745
2009::WI::DANE	2009	WI	Dane	28639.16	1057	27.09475875
2006::TN::DICKSON	2006	TN	Dickson	8260	247	33.44129555
2011::OK::BRYAN	2011	OK	Bryan	150000	159	943.3962264
2009::IN::GREENE	2009	IN	Greene	129253.26	4	32313.315
2010::MI::INGHAM	2010	MI	Ingham	28283.4	1583	17.86696147
2010::CO::BOULDER	2010	CO	Boulder	704.52	590	1.194101695
2011::MO::COOPER	2011	MO	Cooper	25866	147	175.9591837
2009::IN::CLARK	2009	IN	Clark	22257.26	302	73.69953642
2006::TX::HARRIS	2006	TX	Harris	14421.04	33631	0.428801998
2008::MI::CLINTON	2008	MI	Clinton	8790	36	244.1666667
2006::OH::ATHENS	2006	OH	Athens	3493	26	134.3461538
2011::OH::JEFFERSON	2011	OH	Jefferson	85181.34	80	1064.76675
2008::GA::WARE	2008	GA	Ware	244844	151	1621.483444
2006::NE::DODGE	2006	NE	Dodge	966	37	26.10810811
2008::MN::MORRISON	2008	MN	Morrison 	1707.1	0	1707.1
2006::CA::SANTA BARBARA	2006	CA	Santa Barbara	90070	1690	53.29585799
2008::TX::COMAL	2008	TX	Comal	293.55	303	0.968811881
2008::TN::MAURY	2008	TN	Maury	1978.52	468	4.227606838
2006::FL::MARION	2006	FL	Marion	3240	2280	1.421052632
2007::AR::CLARK	2007	AR	Clark	1996	43	46.41860465
2011::FL::ORANGE	2011	FL	Orange 	29261.94	5325	5.4952
2006::RI::KENT	2006	RI	Kent	559053.61	235	2378.951532
2011::WA::FRANKLIN	2011	WA	Franklin	55500	208	266.8269231
2008::KS::FORD	2008	KS	Ford	4712	143	32.95104895
2012::CA::YUBA	2012	CA	Yuba 	74639.54	193	386.7333679
2010::CA::KINGS	2010	CA	Kings	66351	390	170.1307692
2012::CA::CONTRA COSTA	2012	CA	Contra Costa	454059.85	3949	114.9809699
2008::AL::MORGAN	2008	AL	Morgan	138	438	0.315068493
2012::OH::JEFFERSON	2012	OH	Jefferson	201350.95	0	201350.95
2006::MD::WICOMICO	2006	MD	Wicomico	27902	569	49.03690685
2006::OH::PREBLE	2006	OH	Preble 	1497	25	59.88
2012::OH::UNION	2012	OH	Union	96037.98	0	96037.98
2011::MI::VAN BUREN	2011	MI	Van Buren 	21072	106	198.7924528
2011::KY::BULLITT	2011	KY	Bullitt 	39441	18	2191.166667
2007::WY::ALBANY	2007	WY	Albany	276	18	15.33333333
2006::IL::OGLE	2006	IL	Ogle	197134	0	197134
2006::NH::SULLIVAN	2006	NH	Sullivan	4374	24	182.25
2012::MO::SAINT CHARLES	2012	MO	St. Charles	55344.33	508	108.9455315
2008::MO::CLAY	2008	MO	Clay	3992	187	21.34759358
2009::WI::BROWN	2009	WI	Brown	921.12	553	1.665678119
2010::NC::ALAMANCE	2010	NC	Alamance	552	442	1.248868778
2012::MI::MARQUETTE	2012	MI	Marquette	59380.6	21	2827.647619
2006::KS::SEDGWICK	2006	KS	Sedgwick	12350.58	3513	3.515678907
2010::CO::LARIMER	2010	CO	Larimer	45612	702	64.97435897
2008::ME::OXFORD	2008	ME	Oxford 	138	18	7.666666667
2009::WA::THURSTON	2009	WA	Thurston	100366.13	461	217.7139479
2010::ID::BANNOCK	2010	ID	Bannock	2512	180	13.95555556
2012::IN::PUTNAM	2012	IN	Putnam	3531900.92	0	3531900.92
2008::IN::JACKSON	2008	IN	Jackson	1497	95	15.75789474
2007::OH::WASHINGTON	2007	OH	Washington 	138	64	2.15625
2010::IL::MORGAN	2010	IL	Morgan	3247.65	75	43.302
2010::OH::JEFFERSON	2010	OH	Jefferson	237.42	75	3.1656
2008::IL::MCLEAN	2008	IL	McLean	4990	0	4990
2007::IL::WASHINGTON	2007	IL	Washington	2548	0	2548
2012::IN::MONTGOMERY	2012	IN	Montgomery	178.71	41	4.358780488
2010::IN::HENRY	2010	IN	Henry 	120	6	20
2008::MI::CLARE	2008	MI	Clare 	4520.39	0	4520.39
2011::GA::GWINNETT	2011	GA	Gwinnett	42020.09	1749	24.02520869
2010::OK::OKMULGEE	2010	OK	Okmulgee	83754.26	101	829.250099
2012::TN::KNOX	2012	TN	Knox	76178.17	2313	32.93479032
2012::GA::JACKSON	2012	GA	Jackson 	276	69	4
2006::TN::HENRY	2006	TN	Henry	690	50	13.8
2006::MS::OKTIBBEHA	2006	MS	Oktibbeha	9258	72	128.5833333
2012::KY::GRAVES	2012	KY	Graves 	2987.1	24	124.4625
2008::WV::WOOD	2008	WV	Wood	3992	134	29.79104478
2010::PA::LEBANON	2010	PA	Lebanon	55.86	103	0.542330097
2012::IL::MARION	2012	IL	Marion	108800	0	108800
2012::KS::FINNEY	2012	KS	Finney	100952.2	115	877.8452174
2008::NM::LUNA	2008	NM	Luna	414	26	15.92307692
2011::AR::OUACHITA	2011	AR	Ouachita	25316.71	78	324.5732051
2011::AK::ANCHORAGE	2011	AK	Anchorage	600861.18	2388	251.6169095
2006::NC::CLEVELAND	2006	NC	Cleveland	10808	284	38.05633803
2008::WA::KING	2008	WA	King	9980	6739	1.480931889
2007::NY::ONEIDA	2007	NY	Oneida	138	560	0.246428571
2008::MS::RANKIN	2008	MS	Rankin	552	50	11.04
2012::VT::CHITTENDEN	2012	VT	Chittenden	155600	165	943.030303
2006::AL::CHILTON	2006	AL	Chilton 	138	0	138
2006::GA::LEE	2006	GA	Lee	4459	0	4459
2008::GA::EFFINGHAM	2008	GA	Effingham	3874.65	0	3874.65
2008::TN::DYER	2008	TN	Dyer	1274	156	8.166666667
2008::OH::MONTGOMERY	2008	OH	Montgomery	1497	2034	0.735988201
2007::AZ::MARICOPA	2007	AZ	Maricopa	198097.04	17116	11.57379294
2007::NM::BERNALILLO	2007	NM	Bernalillo	923617	5080	181.8143701
2006::CA::FRESNO	2006	CA	Fresno	23587	4789	4.925245354
2010::IL::DUPAGE	2010	IL	DuPage	2476.14	756	3.27531746
2012::PA::LEHIGH	2012	PA	Lehigh	4296	746	5.758713137
2006::NC::FRANKLIN	2006	NC	Franklin 	1667.49	14	119.1064286
2006::NC::ROWAN	2006	NC	Rowan	25806	281	91.83629893
2006::WA::KITSAP	2006	WA	Kitsap	2928.4	987	2.966970618
2007::FL::SUWANNEE	2007	FL	Suwannee 	2880	170	16.94117647
2006::NC::CALDWELL	2006	NC	Caldwell 	10139	64	158.421875
2008::AZ::MARICOPA	2008	AZ	Maricopa	1120797.12	16295	68.78165818
2009::IN::BARTHOLOMEW	2009	IN	Bartholomew	352.26	80	4.40325
2008::LA::EAST BATON ROUGE	2008	LA	East Baton Rouge	2070	766	2.702349869
2010::CA::HUMBOLDT	2010	CA	Humboldt	12979.6	506	25.6513834
2006::OR::CLACKAMAS	2006	OR	Clackamas	552	435	1.268965517
2012::AR::CLARK	2012	AR	Clark	188297.83	48	3922.871458
2007::SD::MINNEHAHA	2007	SD	Minnehaha	7262	387	18.76485788
2009::FL::BAKER	2009	FL	Baker	4292.72	63	68.1384127
2007::TX::BELL	2007	TX	Bell	414	1175	0.352340426
2007::NC::FORSYTH	2007	NC	Forsyth	65070	87	747.9310345
2011::NY::OSWEGO	2011	NY	Oswego	72069	138	522.2391304
2006::AZ::YUMA	2006	AZ	Yuma	35195	777	45.2960103
2008::TX::HUNT	2008	TX	Hunt	9980	59	169.1525424
2008::OK::CLEVELAND	2008	OK	Cleveland	5489	260	21.11153846
2010::MO::PULASKI	2010	MO	Pulaski	81.2	66	1.23030303
2010::WA::WHATCOM	2010	WA	Whatcom	150	309	0.485436893
2010::MO::LACLEDE	2010	MO	Laclede	30	51	0.588235294
2012::MO::GREENE	2012	MO	Greene 	106477.74	88	1209.974318
2012::ME::ANDROSCOGGIN	2012	ME	Androscoggin 	47989	11	4362.636364
2006::KY::PULASKI	2006	KY	Pulaski	828	56	14.78571429
2006::KY::FAYETTE	2006	KY	Fayette	190817	1712	111.458528
2012::OR::KLAMATH	2012	OR	Klamath	108741.78	150	724.9452
2010::IN::BOONE	2010	IN	Boone	6956.92	3	2318.973333
2010::AZ::COCONINO	2010	AZ	Coconino	38979	284	137.25
2006::MI::HILLSDALE	2006	MI	Hillsdale 	4459	30	148.6333333
2006::NY::SULLIVAN	2006	NY	Sullivan	2964.68	64	46.323125
2011::AL::CALHOUN	2011	AL	Calhoun	1502554.54	571	2631.444028
2012::OH::BUTLER	2012	OH	Butler	112200	1019	110.107949
2008::WA::OKANOGAN	2008	WA	Okanogan	334.71	13	25.74692308
2011::OH::HOCKING	2011	OH	Hocking	22003.69	13	1692.591538
2011::NH::ROCKINGHAM	2011	NH	Rockingham	375988	259	1451.69112
2012::NY::RENSSELAER	2012	NY	Rensselaer 	77368.94	37	2091.052432
2011::IL::SAINT CLAIR	2011	IL	St. Clair 	244540.32	0	244540.32
2011::TX::PARKER	2011	TX	Parker	1174.2	39	30.10769231
2010::NC::UNION	2010	NC	Union	2386	197	12.11167513
2008::FL::SAINT LUCIE	2008	FL	St. Lucie	186098	1178	157.9779287
2011::AL::MADISON	2011	AL	Madison	3280	1815	1.807162534
